policy,minutes,stage,cash,net_income_per_min,sustained_income_per_min,customers_served,upgrades,employees
throughput-first,143.50,3,153.78,35.735,22.397,515,25,4
throughput-first,144.00,3,163.59,12.600,22.484,517,25,4
throughput-first,144.50,3,162.29,8.727,22.947,517,25,4
throughput-first,145.00,3,160.99,-2.383,22.496,517,25,4
throughput-first,145.50,3,170.02,7.947,22.476,518,25,4
throughput-first,146.00,3,168.72,7.947,22.906,518,25,4
throughput-first,146.50,3,167.42,-2.383,22.906,518,25,4
throughput-first,147.00,3,171.27,2.767,22.446,519,25,4
throughput-first,147.50,3,174.08,6.882,21.861,520,25,4
throughput-first,148.00,3,193.29,22.239,22.428,523,25,4
throughput-first,148.50,3,202.92,29.054,22.387,524,25,4
throughput-first,149.00,3,65.50,46.492,23.018,528,26,4
throughput-first,149.50,3,69.35,29.781,22.730,529,26,4
throughput-first,150.00,3,97.62,32.339,22.145,532,26,4
throughput-first,150.50,3,118.47,49.340,22.850,534,26,4
throughput-first,151.00,3,163.67,66.271,24.202,538,26,4
throughput-first,151.50,3,162.37,44.120,24.787,538,26,4
throughput-first,152.00,3,206.46,43.002,25.789,542,26,4
throughput-first,152.50,3,215.98,34.931,25.745,543,26,4
throughput-first,153.00,3,56.80,35.561,26.104,545,27,4
throughput-first,153.50,3,87.77,57.008,26.723,548,27,4
throughput-first,154.00,3,118.86,46.081,27.183,551,27,4
throughput-first,154.50,3,124.68,37.125,28.829,552,27,4
throughput-first,155.00,3,149.12,23.350,28.105,555,27,4
throughput-first,155.50,3,185.61,50.209,28.709,557,27,4
throughput-first,156.00,3,194.64,45.736,30.089,558,27,4
throughput-first,156.50,3,212.23,26.841,30.844,559,27,4
throughput-first,157.00,3,221.75,27.335,32.082,560,27,4
throughput-first,157.50,3,220.45,8.440,32.103,560,27,4
throughput-first,158.00,3,229.48,7.947,32.103,561,27,4
throughput-first,158.50,3,228.18,7.947,32.533,561,27,4
throughput-first,159.00,3,237.82,8.547,32.774,562,27,4
throughput-first,159.50,3,236.52,8.547,32.843,562,27,4
throughput-first,160.00,3,59.44,37.839,33.493,566,28,4
throughput-first,160.50,3,75.39,55.094,34.578,569,28,4
throughput-first,161.00,3,84.92,25.695,33.712,570,28,4
throughput-first,161.50,3,115.39,29.387,33.696,574,28,4
throughput-first,162.00,3,137.99,48.136,34.354,577,28,4
throughput-first,162.50,3,163.70,48.529,34.320,579,28,4
throughput-first,163.00,3,191.13,53.359,33.782,582,28,4
throughput-first,163.50,3,193.70,11.323,32.415,583,28,4
throughput-first,164.00,3,216.78,25.869,31.702,587,28,4
throughput-first,164.50,3,40.13,51.822,32.405,590,29,4
throughput-first,165.00,3,62.87,62.310,33.520,592,29,4
throughput-first,165.50,3,74.95,35.042,32.605,595,29,4
throughput-first,166.00,3,97.70,30.927,31.973,597,29,4
throughput-first,166.50,3,138.39,63.655,33.079,601,29,4
throughput-first,167.00,3,147.92,50.434,34.207,602,29,4
throughput-first,167.50,3,177.61,39.430,33.758,605,29,4
throughput-first,168.00,3,176.31,28.607,33.044,605,29,4
throughput-first,168.50,3,175.01,-2.383,31.827,605,29,4
throughput-first,169.00,3,173.71,-2.383,30.588,605,29,4
throughput-first,169.50,3,172.41,-2.383,30.137,605,29,4
throughput-first,170.00,3,171.11,-2.383,29.707,605,29,4
throughput-first,170.50,3,169.81,-2.383,29.276,605,29,4
throughput-first,171.00,3,175.63,4.742,29.118,606,29,4
throughput-first,171.50,3,174.33,4.742,28.959,606,29,4
throughput-first,172.00,3,225.07,49.660,29.452,611,29,4
throughput-first,172.50,3,257.15,83.034,30.616,615,29,4
throughput-first,173.00,3,262.28,37.422,31.105,617,29,4
throughput-first,173.50,3,278.40,21.472,30.775,620,29,4
throughput-first,174.00,3,297.76,30.552,30.042,622,29,4
throughput-first,174.50,3,323.48,45.291,29.907,624,29,4
throughput-first,175.00,3,354.34,56.795,30.050,627,29,4
throughput-first,175.50,3,375.91,25.631,30.647,630,29,4
throughput-first,176.00,3,403.90,33.587,30.968,634,29,4
throughput-first,176.50,3,406.48,23.660,29.795,635,29,4
throughput-first,177.00,3,437.56,33.873,28.610,638,29,4
throughput-first,177.50,3,440.13,33.873,28.561,639,29,4
throughput-first,178.00,3,474.79,33.574,28.672,643,29,4
throughput-first,178.50,3,531.58,91.669,29.839,647,29,4
throughput-first,179.00,3,530.28,55.712,30.059,647,29,4
throughput-first,179.50,3,560.01,28.640,29.609,651,29,4
throughput-first,180.00,3,558.71,28.640,29.611,651,29,4
throughput-first,180.50,3,565.40,5.605,29.943,653,29,4
throughput-first,181.00,3,578.35,15.740,30.698,655,29,4
throughput-first,181.50,3,577.05,-2.383,30.698,655,29,4
throughput-first,182.00,3,575.75,-2.383,30.698,655,29,4
throughput-first,182.50,3,577.01,0.175,30.805,656,29,4
throughput-first,183.00,3,575.71,-2.383,30.508,656,29,4
throughput-first,183.50,3,574.41,-2.383,30.211,656,29,4
throughput-first,184.00,3,591.16,15.672,28.795,658,29,4
throughput-first,184.50,3,608.54,34.348,26.767,661,29,4
throughput-first,185.00,3,628.39,33.574,26.606,663,29,4
throughput-first,185.50,3,667.33,59.006,28.170,666,29,4
throughput-first,186.00,3,692.33,45.261,28.783,669,29,4
throughput-first,186.50,3,711.66,44.550,28.752,672,29,4
throughput-first,187.00,3,726.00,33.890,27.798,675,29,4
throughput-first,187.50,3,753.28,39.281,28.366,678,29,4
throughput-first,188.00,3,784.26,58.472,29.403,681,29,4
throughput-first,188.50,3,793.03,29.146,29.632,683,29,4
throughput-first,189.00,3,834.33,50.293,30.316,687,29,4
throughput-first,189.50,3,849.23,56.408,31.255,688,29,4
throughput-first,190.00,3,867.77,33.653,31.258,691,29,4
throughput-first,190.50,3,883.93,34.918,28.894,693,29,4
throughput-first,191.00,3,916.89,42.212,28.331,697,29,4
throughput-first,191.50,3,956.64,62.598,29.746,700,29,4
throughput-first,192.00,3,955.34,38.662,30.164,700,29,4
throughput-first,192.50,3,974.13,17.706,30.668,703,29,4
throughput-first,193.00,3,975.39,9.440,30.405,704,29,4
throughput-first,193.50,3,990.28,16.365,31.187,705,29,4
throughput-first,194.00,3,988.98,13.807,31.861,705,29,4
throughput-first,194.50,3,987.68,-2.383,31.755,705,29,4
throughput-first,195.00,3,986.38,-2.383,31.755,705,29,4
throughput-first,195.50,3,1014.05,26.587,32.962,708,29,4
throughput-first,196.00,3,1031.64,45.482,34.204,709,29,4
throughput-first,196.50,3,1072.25,58.417,35.207,712,29,4
throughput-first,197.00,3,1086.43,55.002,36.100,714,29,4
throughput-first,197.50,3,1112.25,29.887,34.886,716,29,4
throughput-first,198.00,3,1131.16,44.948,34.873,719,29,4
throughput-first,198.50,3,1133.73,21.700,33.921,720,29,4
throughput-first,199.00,3,1155.05,20.238,33.352,723,29,4
throughput-first,199.50,3,1171.83,38.313,33.312,726,29,4
throughput-first,200.00,3,1196.55,37.839,32.452,728,29,4
throughput-first,200.50,3,1214.14,35.406,32.713,729,29,4
throughput-first,201.00,3,1240.45,44.120,32.456,732,29,4
throughput-first,201.50,3,1263.57,49.644,32.174,735,29,4
throughput-first,202.00,3,1301.23,60.994,33.313,738,29,4
throughput-first,202.50,3,1345.34,81.990,35.275,741,29,4
throughput-first,203.00,3,1370.35,53.145,35.730,744,29,4
throughput-first,203.50,3,1376.17,31.045,34.416,745,29,4
throughput-first,204.00,3,1388.43,11.173,33.270,748,29,4
throughput-first,204.50,3,1387.13,0.175,32.540,748,29,4
throughput-first,205.00,3,1385.83,-2.383,32.047,748,29,4
throughput-first,205.50,3,1384.53,-2.383,31.266,748,29,4
throughput-first,206.00,3,1383.23,-2.383,30.591,748,29,4
throughput-first,206.50,3,1381.93,-2.383,30.591,748,29,4
throughput-first,207.00,3,1380.63,-2.383,30.591,748,29,4
throughput-first,207.50,3,1389.66,7.947,29.815,749,29,4
throughput-first,208.00,3,1418.49,38.082,29.506,752,29,4
throughput-first,208.50,3,1428.02,38.576,28.679,753,29,4
throughput-first,209.00,3,1455.77,37.494,27.950,757,29,4
throughput-first,209.50,3,1477.89,50.086,28.792,760,29,4
throughput-first,210.00,3,1494.04,38.487,28.522,762,29,4
throughput-first,210.50,3,1517.05,39.384,29.259,765,29,4
throughput-first,211.00,3,1518.31,13.664,28.985,766,29,4
throughput-first,211.50,3,1554.96,35.561,28.871,769,29,4
throughput-first,212.00,3,1569.85,51.752,29.450,770,29,4
throughput-first,212.50,3,1595.43,40.690,29.670,773,29,4
throughput-first,213.00,3,1614.14,36.525,29.354,776,29,4
throughput-first,213.50,3,1622.11,16.565,27.976,778,29,4
throughput-first,214.00,3,1646.44,32.509,26.789,781,29,4
throughput-first,214.50,3,1664.45,38.690,24.985,785,29,4
throughput-first,215.00,3,1677.36,31.139,24.068,787,29,4
throughput-first,215.50,3,1696.07,31.833,24.101,790,29,4
throughput-first,216.00,3,1710.96,33.821,25.044,791,29,4
throughput-first,216.50,3,1744.75,32.702,26.400,793,29,4
throughput-first,217.00,3,1746.00,35.260,27.968,794,29,4
throughput-first,217.50,3,1744.70,-2.383,27.968,794,29,4
throughput-first,218.00,3,1743.40,-2.383,27.968,794,29,4
throughput-first,218.50,3,1742.10,-2.383,27.968,794,29,4
throughput-first,219.00,3,1740.80,-2.383,27.968,794,29,4
throughput-first,219.50,3,1755.70,13.807,28.212,795,29,4
throughput-first,220.00,3,1770.54,29.955,27.874,798,29,4
throughput-first,220.50,3,1790.50,29.875,27.511,800,29,4
throughput-first,221.00,3,1813.80,43.476,27.760,804,29,4
throughput-first,221.50,3,1832.10,30.881,26.960,807,29,4
throughput-first,222.00,3,1836.76,23.172,26.322,808,29,4
throughput-first,222.50,3,1873.51,35.673,26.167,812,29,4
throughput-first,223.00,3,1887.02,50.476,27.701,814,29,4
throughput-first,223.50,3,1905.17,31.869,27.547,817,29,4
throughput-first,224.00,3,1910.30,12.566,25.915,819,29,4
throughput-first,224.50,3,1947.12,42.166,25.976,823,29,4
throughput-first,225.00,3,1955.89,34.881,25.908,825,29,4
throughput-first,225.50,3,1971.38,24.477,26.237,827,29,4
throughput-first,226.00,3,1985.72,30.045,26.135,830,29,4
throughput-first,226.50,3,2012.14,38.417,26.123,833,29,4
throughput-first,227.00,3,2040.55,33.296,26.213,835,29,4
throughput-first,227.50,3,2058.61,46.688,26.832,838,29,4
throughput-first,228.00,3,2065.83,25.488,26.485,840,29,4
throughput-first,228.50,3,2074.86,16.465,25.808,841,29,4
throughput-first,229.00,3,2073.56,7.947,24.670,841,29,4
throughput-first,229.50,3,2091.15,16.511,25.458,842,29,4
throughput-first,230.00,3,2089.85,16.511,26.245,842,29,4
throughput-first,230.50,3,2111.56,20.627,27.204,844,29,4
throughput-first,231.00,3,2110.26,16.511,27.991,844,29,4
throughput-first,231.50,3,2140.63,29.287,28.636,847,29,4
throughput-first,232.00,3,2151.61,41.562,29.120,849,29,4
throughput-first,232.50,3,2192.21,46.647,29.818,852,29,4
throughput-first,233.00,3,2212.77,42.488,29.777,854,29,4
throughput-first,233.50,3,2233.33,41.339,30.213,856,29,4
throughput-first,234.00,3,2277.80,54.310,31.510,860,29,4
throughput-first,234.50,3,2286.83,53.710,32.262,861,29,4
throughput-first,235.00,3,2331.54,53.962,32.407,864,29,4
throughput-first,235.50,3,2346.43,59.823,33.572,865,29,4
throughput-first,236.00,3,2400.98,53.462,35.276,869,29,4
throughput-first,236.50,3,2435.33,78.187,36.777,873,29,4
throughput-first,237.00,3,2450.82,50.057,37.409,875,29,4
throughput-first,237.50,3,2477.05,35.972,37.888,879,29,4
throughput-first,238.00,3,2498.35,47.753,38.626,882,29,4
throughput-first,238.50,3,2507.88,31.045,38.319,883,29,4
throughput-first,239.00,3,2560.45,51.487,39.077,887,29,4
throughput-first,239.50,3,2566.27,39.717,38.786,888,29,4
throughput-first,240.00,3,2573.49,13.261,38.277,890,29,4
throughput-first,240.50,3,2581.87,13.261,38.143,892,29,4
throughput-first,241.00,3,2580.57,7.300,38.116,892,29,4
throughput-first,241.50,3,2579.27,-2.383,37.329,892,29,4
throughput-first,242.00,3,2577.97,-2.383,36.542,892,29,4
throughput-first,242.50,3,2576.67,-2.383,35.583,892,29,4
throughput-first,243.00,3,2575.37,-2.383,34.796,892,29,4
throughput-first,243.50,3,2574.07,-2.383,33.476,892,29,4
throughput-first,244.00,3,2595.01,19.855,32.572,896,29,4
throughput-first,244.50,3,2593.71,19.855,31.455,896,29,4
throughput-first,245.00,3,2625.56,30.765,30.967,900,29,4
throughput-first,245.50,3,2635.09,35.629,30.729,901,29,4
throughput-first,246.00,3,2652.14,26.792,29.582,905,29,4
throughput-first,246.50,3,2674.25,35.512,28.824,908,29,4
throughput-first,247.00,3,2685.23,33.307,27.963,910,29,4
throughput-first,247.50,3,2704.33,25.148,26.519,913,29,4
throughput-first,248.00,3,2733.56,48.548,26.314,917,29,4
throughput-first,248.50,3,2749.71,40.448,24.741,919,29,4
throughput-first,249.00,3,2775.83,32.155,23.996,922,29,4
throughput-first,249.50,3,2803.75,48.295,24.509,924,29,4
throughput-first,250.00,3,2823.68,48.072,24.522,927,29,4
throughput-first,250.50,3,2839.64,36.102,24.733,930,29,4
throughput-first,251.00,3,2851.72,28.253,23.765,932,29,4
throughput-first,251.50,3,2874.43,32.452,23.462,935,29,4
throughput-first,252.00,3,2887.83,36.324,24.423,937,29,4
throughput-first,252.50,3,2886.53,8.440,24.222,937,29,4
throughput-first,253.00,3,2885.23,-2.383,23.819,937,29,4
throughput-first,253.50,3,2883.93,-2.383,23.819,937,29,4
throughput-first,254.00,3,2882.63,-2.383,23.819,937,29,4
throughput-first,254.50,3,2881.33,-2.383,23.819,937,29,4
throughput-first,255.00,3,2880.03,-2.383,23.819,937,29,4
throughput-first,255.50,3,2911.70,30.591,25.193,940,29,4
throughput-first,256.00,3,2932.16,52.346,26.547,942,29,4
throughput-first,256.50,3,2953.96,42.470,27.489,945,29,4
throughput-first,257.00,3,2969.41,37.465,27.768,949,29,4
throughput-first,257.50,3,2986.16,24.191,27.291,951,29,4
throughput-first,258.00,3,3010.88,41.692,27.912,953,29,4
throughput-first,258.50,3,3043.03,38.187,28.024,957,29,4
throughput-first,259.00,3,3052.84,42.172,28.393,959,29,4
throughput-first,259.50,3,3077.56,34.747,28.793,961,29,4
throughput-first,260.00,3,3105.97,53.355,28.993,963,29,4
throughput-first,260.50,3,3141.52,64.179,29.982,966,29,4
throughput-first,261.00,3,3162.13,56.371,30.991,970,29,4
throughput-first,261.50,3,3160.83,19.527,29.793,970,29,4
throughput-first,262.00,3,3198.02,36.107,29.294,974,29,4
throughput-first,262.50,3,3218.06,41.967,29.538,976,29,4
throughput-first,263.00,3,3254.81,57.008,30.737,979,29,4
throughput-first,263.50,3,3276.83,48.053,31.387,981,29,4
throughput-first,264.00,3,3305.25,43.526,31.687,983,29,4
throughput-first,264.50,3,3303.95,8.440,31.687,983,29,4
throughput-first,265.00,3,3321.54,16.511,32.474,984,29,4
throughput-first,265.50,3,3320.24,16.511,33.261,984,29,4
throughput-first,266.00,3,3318.94,-2.383,33.261,984,29,4
throughput-first,266.50,3,3317.64,-2.383,33.261,984,29,4
throughput-first,267.00,3,3318.90,0.175,33.368,985,29,4
throughput-first,267.50,3,3379.20,61.781,34.667,989,29,4
throughput-first,268.00,3,3381.78,63.095,35.115,990,29,4
throughput-first,268.50,3,3431.75,52.765,35.544,993,29,4
throughput-first,269.00,3,3451.61,34.961,35.440,995,29,4
throughput-first,269.50,3,3465.42,23.060,35.393,998,29,4
throughput-first,270.00,3,3480.31,28.920,34.861,999,29,4
throughput-first,270.50,3,3506.94,41.741,35.009,1003,29,4
throughput-first,271.00,3,3540.62,56.411,35.602,1006,29,4
throughput-first,271.50,3,3549.65,42.922,35.943,1007,29,4
throughput-first,272.00,3,3576.64,36.241,35.229,1011,29,4
throughput-first,272.50,3,3593.66,36.241,34.065,1014,29,4
throughput-first,273.00,3,3614.22,37.796,33.291,1016,29,4
throughput-first,273.50,3,3640.01,35.631,33.962,1020,29,4
throughput-first,274.00,3,3641.26,22.109,33.379,1021,29,4
throughput-first,274.50,3,3665.48,25.695,32.701,1024,29,4
throughput-first,275.00,3,3696.17,55.117,32.622,1027,29,4
throughput-first,275.50,3,3724.69,59.422,33.096,1029,29,4
throughput-first,276.00,3,3742.84,27.996,32.449,1032,29,4
throughput-first,276.50,3,3751.87,10.505,32.535,1033,29,4
throughput-first,277.00,3,3750.57,7.947,32.178,1033,29,4
throughput-first,277.50,3,3749.27,-2.383,31.391,1033,29,4
throughput-first,278.00,3,3747.97,-2.383,31.391,1033,29,4
throughput-first,278.50,3,3746.67,-2.383,31.391,1033,29,4
throughput-first,279.00,3,3750.52,2.767,31.499,1034,29,4
throughput-first,279.50,3,3772.54,26.082,30.011,1036,29,4
throughput-first,280.00,3,3795.28,44.977,29.256,1038,29,4
throughput-first,280.50,3,3834.74,62.417,29.659,1041,29,4
throughput-first,281.00,3,3841.95,46.891,30.156,1043,29,4
throughput-first,281.50,3,3869.12,34.601,30.637,1046,29,4
throughput-first,282.00,3,3899.30,50.441,31.533,1049,29,4
throughput-first,282.50,3,3924.87,45.147,31.675,1053,29,4
throughput-first,283.00,3,3926.13,27.046,30.452,1054,29,4
throughput-first,283.50,3,3931.96,7.300,28.967,1055,29,4
throughput-first,284.00,3,3972.12,39.076,29.086,1059,29,4
throughput-first,284.50,3,3986.85,40.667,29.270,1062,29,4
throughput-first,285.00,3,4001.74,29.844,28.939,1063,29,4
throughput-first,285.50,3,4019.79,33.150,28.835,1066,29,4
throughput-first,286.00,3,4050.97,49.440,29.974,1069,29,4
throughput-first,286.50,3,4049.67,30.098,30.158,1069,29,4
throughput-first,287.00,3,4091.78,41.028,29.571,1073,29,4
throughput-first,287.50,3,4095.63,35.848,28.588,1074,29,4
throughput-first,288.00,3,4100.76,9.197,27.805,1076,29,4
throughput-first,288.50,3,4117.52,18.231,28.127,1078,29,4
throughput-first,289.00,3,4116.22,15.672,28.449,1078,29,4
throughput-first,289.50,3,4114.92,-2.383,28.449,1078,29,4
throughput-first,290.00,3,4113.62,-2.383,28.449,1078,29,4
throughput-first,290.50,3,4112.32,-2.383,28.449,1078,29,4
throughput-first,291.00,3,4111.02,-2.383,28.234,1078,29,4
throughput-first,291.50,3,4113.83,1.732,27.220,1079,29,4
throughput-first,292.00,3,4161.11,50.306,27.442,1083,29,4
throughput-first,292.50,3,4163.68,50.063,26.927,1084,29,4
throughput-first,293.00,3,4205.29,44.400,26.823,1088,29,4
throughput-first,293.50,3,4222.88,59.422,27.857,1089,29,4
throughput-first,294.00,3,4259.42,54.349,28.020,1092,29,4
throughput-first,294.50,3,4276.76,37.903,27.718,1095,29,4
throughput-first,295.00,3,4288.35,29.143,27.806,1097,29,4
throughput-first,295.50,3,4310.25,33.710,28.906,1100,29,4
throughput-first,296.00,3,4336.37,35.961,28.776,1103,29,4
throughput-first,296.50,3,4356.82,46.784,29.031,1105,29,4
throughput-first,297.00,3,4376.40,29.317,29.009,1109,29,4
throughput-first,297.50,3,4385.43,24.708,28.658,1110,29,4
throughput-first,298.00,3,4402.36,26.182,27.688,1113,29,4
throughput-first,298.50,3,4460.11,74.902,29.555,1117,29,4
throughput-first,299.00,3,4476.27,74.122,30.934,1119,29,4
throughput-first,299.50,3,4499.01,39.116,31.070,1121,29,4
throughput-first,300.00,3,4501.83,25.777,31.761,1122,29,4
throughput-first,300.50,3,4500.53,1.732,31.074,1122,29,4
throughput-first,301.00,3,4499.23,-2.383,30.321,1122,29,4
throughput-first,301.50,3,4497.93,-2.383,30.321,1122,29,4
throughput-first,302.00,3,4496.63,-2.383,30.321,1122,29,4
throughput-first,302.50,3,4495.33,-2.383,30.321,1122,29,4
throughput-first,303.00,3,4494.03,-2.383,30.321,1122,29,4
throughput-first,303.50,3,4498.69,3.577,30.398,1123,29,4
throughput-first,304.00,3,4516.55,22.739,29.250,1126,29,4
throughput-first,304.50,3,4544.93,46.457,29.099,1129,29,4
throughput-first,305.00,3,4562.52,46.191,29.174,1130,29,4
throughput-first,305.50,3,4593.50,48.788,28.731,1133,29,4
throughput-first,306.00,3,4607.68,23.920,27.463,1135,29,4
throughput-first,306.50,3,4632.01,28.393,27.067,1138,29,4
throughput-first,307.00,3,4646.68,28.393,27.036,1140,29,4
throughput-first,307.50,3,4651.81,20.021,26.465,1142,29,4
throughput-first,308.00,3,4672.58,22.239,25.893,1145,29,4
throughput-first,308.50,3,4690.17,38.576,25.551,1146,29,4
throughput-first,309.00,3,4698.71,7.450,24.640,1148,29,4
throughput-first,309.50,3,4720.17,30.217,24.870,1150,29,4
throughput-first,310.00,3,4763.74,61.383,26.337,1154,29,4
throughput-first,310.50,3,4775.83,51.754,25.372,1156,29,4
throughput-first,311.00,3,4797.54,34.009,23.701,1158,29,4
throughput-first,311.50,3,4836.99,57.267,24.457,1161,29,4
throughput-first,312.00,3,4853.15,55.828,25.709,1163,29,4
throughput-first,312.50,3,4858.97,22.197,26.562,1164,29,4
throughput-first,313.00,3,4861.79,8.857,27.030,1165,29,4
throughput-first,313.50,3,4860.49,1.732,27.202,1165,29,4
throughput-first,314.00,3,4859.19,-2.383,27.202,1165,29,4
throughput-first,314.50,3,4857.89,-2.383,27.202,1165,29,4
throughput-first,315.00,3,4863.71,4.742,27.499,1166,29,4
throughput-first,315.50,3,4875.97,18.298,28.112,1169,29,4
throughput-first,316.00,3,4906.75,40.699,28.860,1172,29,4
throughput-first,316.50,3,4925.66,49.912,29.004,1175,29,4
throughput-first,317.00,3,4928.48,14.818,27.697,1176,29,4
throughput-first,317.50,3,4954.50,29.053,26.875,1180,29,4
throughput-first,318.00,3,4964.02,24.831,26.913,1181,29,4
throughput-first,318.50,3,5004.72,39.610,27.380,1185,29,4
throughput-first,319.00,3,5024.99,61.181,28.746,1188,29,4
throughput-first,319.50,3,5044.84,40.341,29.593,1190,29,4
throughput-first,320.00,3,5080.49,55.721,30.988,1193,29,4
throughput-first,320.50,3,5095.48,31.963,30.712,1195,29,4
throughput-first,321.00,3,5119.95,39.670,32.055,1198,29,4
throughput-first,321.50,3,5139.65,33.562,32.194,1201,29,4
throughput-first,322.00,3,5161.67,37.823,31.213,1203,29,4
throughput-first,322.50,3,5182.12,42.687,30.835,1205,29,4
throughput-first,323.00,3,5202.77,19.565,30.233,1209,29,4
throughput-first,323.50,3,5218.25,22.146,28.769,1211,29,4
throughput-first,324.00,3,5230.44,27.890,27.605,1213,29,4
throughput-first,324.50,3,5239.22,21.181,27.563,1215,29,4
throughput-first,325.00,3,5237.92,3.577,27.343,1215,29,4
throughput-first,325.50,3,5236.62,-2.383,27.172,1215,29,4
throughput-first,326.00,3,5235.32,-2.383,27.172,1215,29,4
throughput-first,326.50,3,5234.02,-2.383,27.172,1215,29,4
throughput-first,327.00,3,5232.72,-2.383,26.875,1215,29,4
throughput-first,327.50,3,5231.42,-2.383,26.013,1215,29,4
throughput-first,328.00,3,5266.47,33.967,25.733,1218,29,4
throughput-first,328.50,3,5304.15,55.495,25.965,1222,29,4
throughput-first,329.00,3,5316.52,50.269,27.442,1225,29,4
throughput-first,329.50,3,5344.94,41.004,27.940,1227,29,4
throughput-first,330.00,3,5379.35,63.041,29.532,1231,29,4
throughput-first,330.50,3,5386.03,41.311,29.603,1233,29,4
throughput-first,331.00,3,5417.01,37.882,28.632,1236,29,4
throughput-first,331.50,3,5441.28,52.904,29.156,1239,29,4
throughput-first,332.00,3,5469.20,33.515,28.231,1241,29,4
throughput-first,332.50,3,5475.61,34.550,28.338,1243,29,4
throughput-first,333.00,3,5490.29,18.743,27.466,1247,29,4
throughput-first,333.50,3,5505.18,29.783,27.309,1248,29,4
throughput-first,334.00,3,5521.38,31.305,27.037,1251,29,4
throughput-first,334.50,3,5547.04,35.407,26.734,1255,29,4
throughput-first,335.00,3,5582.59,55.467,28.230,1258,29,4
throughput-first,335.50,3,5599.24,52.409,29.491,1260,29,4
throughput-first,336.00,3,5627.76,34.567,29.769,1262,29,4
throughput-first,336.50,3,5637.39,27.442,30.030,1263,29,4
throughput-first,337.00,3,5640.21,12.663,30.409,1264,29,4
throughput-first,337.50,3,5638.91,1.732,30.580,1264,29,4
throughput-first,338.00,3,5644.73,4.742,30.877,1265,29,4
throughput-first,338.50,3,5643.43,-2.383,30.877,1265,29,4
throughput-first,339.00,3,5642.13,-2.383,30.877,1265,29,4
throughput-first,339.50,3,5640.83,-2.383,30.877,1265,29,4
throughput-first,340.00,3,5649.86,7.947,29.793,1266,29,4
throughput-first,340.50,3,5692.59,51.975,29.646,1270,29,4
throughput-first,341.00,3,5701.62,30.714,28.831,1271,29,4
throughput-first,341.50,3,5754.30,61.927,29.703,1274,29,4
throughput-first,342.00,3,5769.89,49.593,29.143,1276,29,4
throughput-first,342.50,3,5828.53,63.518,30.068,1280,29,4
throughput-first,343.00,3,5852.26,76.623,31.682,1283,29,4
throughput-first,343.50,3,5856.92,28.604,30.670,1284,29,4
throughput-first,344.00,3,5889.38,31.382,30.581,1288,29,4
throughput-first,344.50,3,5906.12,49.420,31.200,1291,29,4
throughput-first,345.00,3,5934.05,44.880,32.290,1293,29,4
throughput-first,345.50,3,5968.53,43.732,32.871,1296,29,4
throughput-first,346.00,3,5994.35,60.517,34.088,1299,29,4
throughput-first,346.50,3,6002.73,34.414,34.047,1301,29,4
throughput-first,347.00,3,6027.59,30.898,33.023,1305,29,4
throughput-first,347.50,3,6039.37,21.813,31.748,1307,29,4
throughput-first,348.00,3,6055.08,27.706,31.462,1310,29,4
throughput-first,348.50,3,6053.78,10.505,30.756,1310,29,4
throughput-first,349.00,3,6059.60,4.742,30.426,1311,29,4
throughput-first,349.50,3,6058.30,4.742,30.552,1311,29,4
throughput-first,350.00,3,6057.00,-2.383,30.255,1311,29,4
throughput-first,350.50,3,6055.70,-2.383,30.255,1311,29,4
throughput-first,351.00,3,6054.40,-2.383,30.255,1311,29,4
throughput-first,351.50,3,6076.11,20.627,31.214,1313,29,4
throughput-first,352.00,3,6089.26,35.072,32.344,1315,29,4
throughput-first,352.50,3,6128.61,52.711,32.375,1318,29,4
throughput-first,353.00,3,6143.60,54.556,33.368,1320,29,4
throughput-first,353.50,3,6181.85,53.462,33.015,1323,29,4
throughput-first,354.00,3,6198.61,34.567,32.389,1325,29,4
throughput-first,354.50,3,6223.61,41.976,31.492,1328,29,4
throughput-first,355.00,3,6258.40,49.683,30.369,1332,29,4
throughput-first,355.50,3,6257.10,33.710,30.582,1332,29,4
throughput-first,356.00,3,6292.93,34.747,30.722,1336,29,4
throughput-first,356.50,3,6291.63,28.786,29.862,1336,29,4
throughput-first,357.00,3,6320.75,28.036,29.161,1340,29,4
throughput-first,357.50,3,6351.04,59.626,29.823,1343,29,4
throughput-first,358.00,3,6379.46,48.596,29.326,1345,29,4
throughput-first,358.50,3,6418.36,56.713,30.255,1349,29,4
throughput-first,359.00,3,6435.38,56.137,31.307,1352,29,4
throughput-first,359.50,3,6440.04,21.895,31.310,1353,29,4
throughput-first,360.00,3,6438.74,-2.383,30.056,1353,29,4
throughput-first,360.50,3,6437.44,-2.383,29.519,1353,29,4
throughput-first,361.00,3,6436.14,-2.383,29.223,1353,29,4
throughput-first,361.50,3,6434.84,-2.383,28.926,1353,29,4
throughput-first,362.00,3,6433.54,-2.383,28.926,1353,29,4
throughput-first,362.50,3,6432.24,-2.383,28.926,1353,29,4
throughput-first,363.00,3,6430.94,-2.383,28.926,1353,29,4
throughput-first,363.50,3,6460.64,28.610,29.258,1356,29,4
throughput-first,364.00,3,6478.23,47.505,29.776,1357,29,4
throughput-first,364.50,3,6519.10,58.678,30.025,1361,29,4
throughput-first,365.00,3,6523.76,34.814,29.202,1362,29,4
throughput-first,365.50,3,6557.22,32.376,28.324,1366,29,4
