policy,minutes,stage,cash,net_income_per_min,sustained_income_per_min,customers_served,upgrades,employees
roi-optimal,479.00,3,10052.50,35.378,26.322,1808,29,4
roi-optimal,479.50,3,10067.34,44.400,26.275,1811,29,4
roi-optimal,480.00,3,10066.04,13.764,26.082,1811,29,4
roi-optimal,480.50,3,10075.67,8.547,25.648,1812,29,4
roi-optimal,481.00,3,10074.37,8.547,25.096,1812,29,4
roi-optimal,481.50,3,10073.07,-2.383,24.935,1812,29,4
roi-optimal,482.00,3,10075.89,1.732,25.106,1813,29,4
roi-optimal,482.50,3,10081.72,8.857,25.575,1814,29,4
roi-optimal,483.00,3,10080.42,4.742,25.084,1814,29,4
roi-optimal,483.50,3,10099.42,17.923,25.143,1816,29,4
roi-optimal,484.00,3,10112.92,16.535,25.014,1818,29,4
roi-optimal,484.50,3,10129.08,29.875,24.555,1820,29,4
roi-optimal,485.00,3,10143.57,20.536,24.303,1823,29,4
roi-optimal,485.50,3,10155.66,26.792,24.499,1825,29,4
roi-optimal,486.00,3,10183.23,37.320,23.807,1828,29,4
roi-optimal,486.50,3,10209.05,53.610,23.948,1831,29,4
roi-optimal,487.00,3,10222.55,39.534,23.558,1833,29,4
roi-optimal,487.50,3,10248.14,28.372,23.286,1836,29,4
roi-optimal,488.00,3,10274.55,33.320,24.011,1839,29,4
roi-optimal,488.50,3,10287.45,39.534,24.633,1841,29,4
roi-optimal,489.00,3,10318.34,33.680,24.397,1844,29,4
roi-optimal,489.50,3,10346.01,47.848,25.307,1847,29,4
roi-optimal,490.00,3,10358.38,40.256,25.804,1850,29,4
roi-optimal,490.50,3,10378.42,32.626,25.889,1852,29,4
roi-optimal,491.00,3,10441.43,78.117,27.670,1856,29,4
roi-optimal,491.50,3,10440.13,61.927,28.400,1856,29,4
roi-optimal,492.00,3,10467.80,26.587,28.935,1859,29,4
roi-optimal,492.50,3,10471.65,25.777,29.653,1860,29,4
roi-optimal,493.00,3,10474.47,1.732,29.369,1861,29,4
roi-optimal,493.50,3,10473.17,-2.383,29.369,1861,29,4
roi-optimal,494.00,3,10471.87,-2.383,29.197,1861,29,4
roi-optimal,494.50,3,10470.57,-2.383,28.729,1861,29,4
roi-optimal,495.00,3,10488.16,16.511,29.219,1862,29,4
roi-optimal,495.50,3,10486.86,-2.383,28.373,1862,29,4
roi-optimal,496.00,3,10511.25,23.303,28.655,1866,29,4
roi-optimal,496.50,3,10535.97,49.323,29.465,1868,29,4
roi-optimal,497.00,3,10563.89,52.861,30.812,1870,29,4
roi-optimal,497.50,3,10575.68,39.927,31.360,1872,29,4
roi-optimal,498.00,3,10588.83,25.148,30.853,1874,29,4
roi-optimal,498.50,3,10627.68,52.217,30.794,1877,29,4
roi-optimal,499.00,3,10637.31,48.702,31.176,1878,29,4
roi-optimal,499.50,3,10663.64,36.179,31.502,1882,29,4
roi-optimal,500.00,3,10662.34,25.249,31.166,1882,29,4
roi-optimal,500.50,3,10678.02,14.590,30.126,1886,29,4
roi-optimal,501.00,3,10704.41,35.608,30.206,1890,29,4
roi-optimal,501.50,3,10706.98,29.181,29.429,1891,29,4
roi-optimal,502.00,3,10730.06,25.869,28.829,1895,29,4
roi-optimal,502.50,3,10739.84,26.643,28.580,1898,29,4
roi-optimal,503.00,3,10773.18,43.336,27.131,1902,29,4
roi-optimal,503.50,3,10793.14,53.520,26.780,1904,29,4
roi-optimal,504.00,3,10808.03,35.068,27.134,1905,29,4
roi-optimal,504.50,3,10806.73,13.807,26.635,1905,29,4
roi-optimal,505.00,3,10805.43,-2.383,26.464,1905,29,4
roi-optimal,505.50,3,10804.13,-2.383,26.464,1905,29,4
roi-optimal,506.00,3,10802.83,-2.383,26.464,1905,29,4
roi-optimal,506.50,3,10801.53,-2.383,26.464,1905,29,4
roi-optimal,507.00,3,10816.42,13.807,26.351,1906,29,4
roi-optimal,507.50,3,10836.58,35.260,27.919,1908,29,4
roi-optimal,508.00,3,10849.47,33.261,28.334,1911,29,4
roi-optimal,508.50,3,10873.74,37.377,27.837,1914,29,4
roi-optimal,509.00,3,10890.38,22.239,26.561,1916,29,4
roi-optimal,509.50,3,10908.68,35.161,26.362,1919,29,4
roi-optimal,510.00,3,10915.61,20.293,26.160,1921,29,4
roi-optimal,510.50,3,10930.35,21.884,24.896,1924,29,4
roi-optimal,511.00,3,10971.76,56.364,25.215,1927,29,4
roi-optimal,511.50,3,10976.42,35.958,25.206,1928,29,4
roi-optimal,512.00,3,11012.32,34.814,25.604,1932,29,4
roi-optimal,512.50,3,11031.21,49.049,27.040,1935,29,4
roi-optimal,513.00,3,11048.81,36.707,27.086,1936,29,4
roi-optimal,513.50,3,11062.46,31.461,27.181,1940,29,4
roi-optimal,514.00,3,11061.16,12.566,26.627,1940,29,4
roi-optimal,514.50,3,11092.31,30.068,26.769,1944,29,4
roi-optimal,515.00,3,11106.12,45.181,26.846,1947,29,4
roi-optimal,515.50,3,11128.86,36.775,26.149,1949,29,4
roi-optimal,516.00,3,11137.89,13.096,25.233,1950,29,4
roi-optimal,516.50,3,11158.75,30.098,25.912,1952,29,4
roi-optimal,517.00,3,11168.27,14.401,26.611,1953,29,4
roi-optimal,517.50,3,11166.97,8.440,27.062,1953,29,4
roi-optimal,518.00,3,11176.49,8.440,27.513,1954,29,4
roi-optimal,518.50,3,11175.19,8.440,27.964,1954,29,4
roi-optimal,519.00,3,11173.89,-2.383,27.290,1954,29,4
roi-optimal,519.50,3,11195.60,20.627,26.680,1956,29,4
roi-optimal,520.00,3,11212.36,19.788,26.118,1958,29,4
roi-optimal,520.50,3,11257.07,61.688,27.131,1961,29,4
roi-optimal,521.00,3,11298.38,75.303,29.342,1965,29,4
roi-optimal,521.50,3,11327.47,65.461,30.605,1968,29,4
roi-optimal,522.00,3,11362.51,64.354,32.441,1972,29,4
roi-optimal,522.50,3,11361.21,33.961,32.944,1972,29,4
roi-optimal,523.00,3,11385.32,23.026,31.555,1976,29,4
roi-optimal,523.50,3,11407.96,46.962,32.013,1979,29,4
roi-optimal,524.00,3,11417.77,32.663,31.924,1981,29,4
roi-optimal,524.50,3,11471.71,58.011,32.297,1985,29,4
roi-optimal,525.00,3,11496.39,68.508,33.622,1988,29,4
roi-optimal,525.50,3,11513.98,42.488,34.082,1989,29,4
roi-optimal,526.00,3,11527.49,12.420,34.076,1991,29,4
roi-optimal,526.50,3,11557.32,32.626,34.182,1995,29,4
roi-optimal,527.00,3,11572.81,45.537,34.197,1997,29,4
roi-optimal,527.50,3,11588.29,31.185,33.964,1999,29,4
roi-optimal,528.00,3,11608.25,24.838,34.453,2001,29,4
roi-optimal,528.50,3,11623.14,35.068,34.660,2002,29,4
roi-optimal,529.00,3,11621.84,13.807,34.636,2002,29,4
roi-optimal,529.50,3,11620.54,-2.383,34.185,2002,29,4
roi-optimal,530.00,3,11619.24,-2.383,33.734,2002,29,4
roi-optimal,530.50,3,11617.94,-2.383,33.283,2002,29,4
roi-optimal,531.00,3,11639.41,20.384,34.231,2004,29,4
roi-optimal,531.50,3,11649.04,31.315,34.677,2005,29,4
roi-optimal,532.00,3,11651.61,12.420,34.370,2006,29,4
roi-optimal,532.50,3,11685.99,37.168,33.348,2009,29,4
roi-optimal,533.00,3,11720.10,62.739,32.825,2013,29,4
roi-optimal,533.50,3,11729.13,43.351,31.903,2014,29,4
roi-optimal,534.00,3,11746.68,26.795,30.338,2017,29,4
roi-optimal,534.50,3,11788.58,59.670,31.410,2020,29,4
roi-optimal,535.00,3,11809.03,62.576,33.058,2022,29,4
roi-optimal,535.50,3,11842.11,53.746,33.340,2025,29,4
roi-optimal,536.00,3,11869.78,50.632,34.089,2028,29,4
roi-optimal,536.50,3,11909.13,67.236,34.473,2031,29,4
roi-optimal,537.00,3,11945.62,76.055,34.788,2033,29,4
roi-optimal,537.50,3,11971.73,43.925,34.848,2036,29,4
roi-optimal,538.00,3,11987.16,41.761,36.070,2040,29,4
roi-optimal,538.50,3,11992.54,15.871,35.372,2042,29,4
roi-optimal,539.00,3,12007.32,20.371,34.323,2044,29,4
roi-optimal,539.50,3,12033.14,29.887,34.269,2046,29,4
roi-optimal,540.00,3,12038.96,20.932,34.107,2047,29,4
roi-optimal,540.50,3,12043.62,10.702,33.091,2048,29,4
roi-optimal,541.00,3,12042.32,-2.383,32.417,2048,29,4
roi-optimal,541.50,3,12041.02,-2.383,32.417,2048,29,4
roi-optimal,542.00,3,12039.72,-2.383,32.417,2048,29,4
roi-optimal,542.50,3,12038.42,-2.383,32.417,2048,29,4
roi-optimal,543.00,3,12039.68,0.175,31.575,2049,29,4
roi-optimal,543.50,3,12038.38,0.175,30.277,2049,29,4
roi-optimal,544.00,3,12066.14,26.670,30.871,2053,29,4
roi-optimal,544.50,3,12074.52,36.354,30.837,2055,29,4
roi-optimal,545.00,3,12110.86,44.944,30.096,2058,29,4
roi-optimal,545.50,3,12137.28,62.975,30.913,2061,29,4
roi-optimal,546.00,3,12152.76,42.116,31.552,2063,29,4
roi-optimal,546.50,3,12172.58,24.701,30.095,2066,29,4
roi-optimal,547.00,3,12194.51,41.965,29.236,2070,29,4
roi-optimal,547.50,3,12217.03,44.661,28.857,2073,29,4
roi-optimal,548.00,3,12219.84,25.551,27.812,2074,29,4
roi-optimal,548.50,3,250.33,33.515,26.407,2077,29,4
roi-optimal,549.00,4,193.49,43.867,25.066,2079,29,8
roi-optimal,549.50,4,263.09,79.104,26.532,2086,29,8
roi-optimal,550.00,4,267.19,74.127,27.880,2088,29,8
roi-optimal,550.50,4,156.27,113.608,31.953,2094,30,8
roi-optimal,551.00,4,223.87,166.177,38.028,2096,30,8
roi-optimal,551.50,4,232.24,76.396,39.966,2097,30,8
roi-optimal,552.00,4,130.43,126.986,44.385,2100,31,8
roi-optimal,552.50,4,127.86,108.930,48.478,2100,31,8
roi-optimal,553.00,4,125.30,-4.707,48.381,2100,31,8
roi-optimal,553.50,4,122.73,-4.707,48.284,2100,31,8
roi-optimal,554.00,4,120.16,-4.707,48.187,2100,31,8
roi-optimal,554.50,4,117.59,-4.707,48.090,2100,31,8
roi-optimal,555.00,4,144.69,24.958,49.123,2101,31,8
roi-optimal,555.50,4,174.50,57.339,51.505,2103,31,8
roi-optimal,556.00,4,249.51,105.243,54.779,2107,31,8
roi-optimal,556.50,4,258.18,84.102,56.768,2109,31,8
roi-optimal,557.00,4,260.76,11.683,55.382,2110,31,8
roi-optimal,557.50,4,118.91,81.160,56.140,2115,32,8
roi-optimal,558.00,4,127.27,29.385,55.610,2116,32,8
roi-optimal,558.50,4,166.81,48.324,56.594,2120,32,8
roi-optimal,559.00,4,164.24,37.393,56.403,2120,32,8
roi-optimal,559.50,4,222.47,56.088,56.880,2124,32,8
roi-optimal,560.00,4,245.92,77.993,59.065,2126,32,8
roi-optimal,560.50,4,259.74,37.703,59.239,2129,32,8
roi-optimal,561.00,4,286.84,41.349,59.134,2130,32,8
roi-optimal,561.50,4,315.58,26.597,56.946,2134,32,8
roi-optimal,562.00,4,322.69,20.090,54.695,2136,32,8
roi-optimal,562.50,4,102.68,62.532,52.567,2137,33,8
roi-optimal,563.00,4,126.29,79.028,48.935,2141,33,8
roi-optimal,563.50,4,141.76,39.511,47.399,2144,33,8
roi-optimal,564.00,4,196.75,70.886,45.061,2145,33,8
roi-optimal,564.50,4,218.39,77.054,43.733,2148,33,8
roi-optimal,565.00,4,222.95,26.624,45.038,2149,33,8
roi-optimal,565.50,4,220.38,2.418,45.335,2149,33,8
roi-optimal,566.00,4,217.81,-4.707,45.335,2149,33,8
roi-optimal,566.50,4,215.24,-4.707,45.335,2149,33,8
roi-optimal,567.00,4,227.72,10.339,44.726,2151,33,8
roi-optimal,567.50,4,236.09,21.269,43.223,2152,33,8
roi-optimal,568.00,4,233.52,6.223,39.097,2152,33,8
roi-optimal,568.50,4,303.95,68.295,38.439,2156,33,8
roi-optimal,569.00,4,332.56,99.465,42.096,2159,33,8
roi-optimal,569.50,4,336.66,33.136,40.095,2161,33,8
roi-optimal,570.00,4,401.98,69.852,41.781,2163,33,8
roi-optimal,570.50,4,101.64,95.402,43.743,2165,34,8
roi-optimal,571.00,4,125.59,24.372,43.200,2167,34,8
roi-optimal,571.50,4,165.57,64.367,43.545,2170,34,8
roi-optimal,572.00,4,214.82,89.663,44.032,2173,34,8
roi-optimal,572.50,4,247.23,65.894,45.206,2176,34,8
roi-optimal,573.00,4,265.32,50.928,45.605,2178,34,8
roi-optimal,573.50,4,328.83,82.027,47.915,2181,34,8
roi-optimal,574.00,4,345.01,80.116,50.416,2183,34,8
roi-optimal,574.50,4,379.23,50.832,49.929,2185,34,8
roi-optimal,575.00,4,131.11,79.735,49.958,2189,35,8
roi-optimal,575.50,4,133.78,84.975,51.852,2190,35,8
roi-optimal,576.00,4,211.91,81.233,52.284,2193,35,8
roi-optimal,576.50,4,209.35,17.349,49.796,2193,35,8
roi-optimal,577.00,4,214.02,2.531,48.792,2194,35,8
roi-optimal,577.50,4,222.48,6.321,48.955,2195,35,8
roi-optimal,578.00,4,219.91,6.321,49.414,2195,35,8
roi-optimal,578.50,4,222.58,0.533,49.632,2196,35,8
roi-optimal,579.00,4,220.02,0.533,49.224,2196,35,8
roi-optimal,579.50,4,225.29,3.137,48.468,2198,35,8
roi-optimal,580.00,4,250.20,28.012,49.376,2202,35,8
roi-optimal,580.50,4,267.85,42.981,48.321,2205,35,8
roi-optimal,581.00,4,275.79,26.013,45.261,2206,35,8
roi-optimal,581.50,4,306.83,39.414,45.523,2209,35,8
roi-optimal,582.00,4,331.91,56.545,44.968,2211,35,8
roi-optimal,582.50,4,351.79,28.877,42.196,2214,35,8
roi-optimal,583.00,4,361.29,18.386,41.947,2217,35,8
roi-optimal,583.50,4,98.50,77.136,42.479,2219,36,8
roi-optimal,584.00,4,137.40,106.536,43.182,2223,36,8
roi-optimal,584.50,4,138.77,40.698,42.132,2224,36,8
roi-optimal,585.00,4,150.40,13.432,40.570,2227,36,8
roi-optimal,585.50,4,171.58,25.113,38.198,2229,36,8
roi-optimal,586.00,4,198.83,48.860,36.896,2232,36,8
roi-optimal,586.50,4,222.47,34.815,36.229,2235,36,8
roi-optimal,587.00,4,227.75,29.347,34.129,2237,36,8
roi-optimal,587.50,4,300.33,78.289,33.851,2239,36,8
roi-optimal,588.00,4,322.43,36.460,31.985,2242,36,8
roi-optimal,588.50,4,378.50,67.568,34.078,2243,36,8
roi-optimal,589.00,4,379.88,57.878,36.384,2244,36,8
roi-optimal,589.50,4,112.03,60.011,38.621,2246,37,8
roi-optimal,590.00,4,109.46,1.367,38.414,2246,37,8
roi-optimal,590.50,4,106.89,-4.707,38.196,2246,37,8
roi-optimal,591.00,4,104.32,-4.707,37.978,2246,37,8
roi-optimal,591.50,4,159.39,52.927,40.052,2249,37,8
roi-optimal,592.00,4,167.33,63.439,41.528,2250,37,8
roi-optimal,592.50,4,240.80,71.325,42.709,2254,37,8
roi-optimal,593.00,4,248.74,81.837,45.035,2255,37,8
roi-optimal,593.50,4,289.80,49.428,45.453,2258,37,8
roi-optimal,594.00,4,330.99,80.069,46.433,2261,37,8
roi-optimal,594.50,4,331.02,41.653,46.965,2262,37,8
roi-optimal,595.00,4,362.02,31.460,47.510,2266,37,8
roi-optimal,595.50,4,405.82,58.716,46.742,2269,37,8
roi-optimal,596.00,4,422.51,60.918,44.842,2270,37,8
roi-optimal,596.50,4,96.19,56.541,45.502,2272,38,8
roi-optimal,597.00,4,193.29,153.601,51.342,2275,38,8
roi-optimal,597.50,4,253.55,157.784,56.870,2277,38,8
roi-optimal,598.00,4,328.88,136.022,60.502,2279,38,8
roi-optimal,598.50,4,394.38,141.263,64.937,2282,38,8
roi-optimal,599.00,4,397.05,68.602,66.573,2283,38,8
roi-optimal,599.50,4,463.65,64.458,65.996,2287,38,8
roi-optimal,600.00,4,80.27,68.642,67.337,2288,39,8
roi-optimal,600.50,4,88.21,9.988,64.938,2289,39,8
roi-optimal,601.00,4,85.64,-4.707,62.330,2289,39,8
roi-optimal,601.50,4,99.59,11.801,60.322,2290,39,8
roi-optimal,602.00,4,97.02,11.801,60.756,2290,39,8
roi-optimal,602.50,4,110.96,11.801,61.444,2291,39,8
roi-optimal,603.00,4,114.46,1.367,61.697,2292,39,8
roi-optimal,603.50,4,111.90,1.367,59.549,2292,39,8
roi-optimal,604.00,4,176.65,62.614,59.515,2295,39,8
roi-optimal,604.50,4,258.06,146.590,62.651,2298,39,8
roi-optimal,605.00,4,273.31,97.084,63.286,2301,39,8
roi-optimal,605.50,4,311.76,54.128,63.482,2303,39,8
roi-optimal,606.00,4,349.70,76.816,63.346,2305,39,8
roi-optimal,606.50,4,395.49,84.161,65.117,2308,39,8
roi-optimal,607.00,4,465.99,116.724,68.670,2312,39,8
roi-optimal,607.50,4,469.50,74.433,69.325,2313,39,8
roi-optimal,608.00,4,486.74,21.179,67.669,2316,39,8
roi-optimal,608.50,4,509.98,34.833,66.765,2319,39,8
roi-optimal,609.00,4,85.99,83.680,63.851,2321,40,8
roi-optimal,609.50,4,124.95,40.760,58.975,2324,40,8
roi-optimal,610.00,4,184.97,77.135,56.522,2326,40,8
roi-optimal,610.50,4,191.83,8.658,50.996,2328,40,8
roi-optimal,611.00,4,210.00,21.272,49.024,2332,40,8
roi-optimal,611.50,4,227.33,30.693,47.617,2336,40,8
roi-optimal,612.00,4,235.28,25.707,45.829,2337,40,8
roi-optimal,612.50,4,249.22,22.312,46.342,2338,40,8
roi-optimal,613.00,4,263.75,28.903,47.742,2340,40,8
roi-optimal,613.50,4,261.18,12.395,47.767,2340,40,8
roi-optimal,614.00,4,258.62,-4.707,47.079,2340,40,8
roi-optimal,614.50,4,260.23,-0.524,46.566,2341,40,8
roi-optimal,615.00,4,262.91,4.717,46.705,2342,40,8
roi-optimal,615.50,4,267.13,7.321,46.953,2344,40,8
roi-optimal,616.00,4,276.71,14.228,44.937,2346,40,8
roi-optimal,616.50,4,347.75,74.979,41.954,2349,40,8
roi-optimal,617.00,4,385.69,109.409,42.467,2351,40,8
roi-optimal,617.50,4,472.05,124.726,45.409,2354,40,8
roi-optimal,618.00,4,500.96,104.671,46.569,2357,40,8
roi-optimal,618.50,4,547.25,75.634,46.214,2361,40,8
roi-optimal,619.00,4,544.69,44.157,43.190,2361,40,8
roi-optimal,619.50,4,103.21,40.380,41.772,2365,41,8
roi-optimal,620.00,4,111.67,51.408,43.031,2366,41,8
roi-optimal,620.50,4,153.56,50.785,43.696,2370,41,8
roi-optimal,621.00,4,208.51,82.576,43.650,2374,41,8
roi-optimal,621.50,4,205.94,52.807,44.152,2374,41,8
roi-optimal,622.00,4,283.85,75.763,44.095,2378,41,8
roi-optimal,622.50,4,310.68,105.164,48.116,2381,41,8
roi-optimal,623.00,4,310.71,27.298,48.367,2382,41,8
roi-optimal,623.50,4,392.84,82.585,50.529,2386,41,8
roi-optimal,624.00,4,390.27,79.982,52.790,2386,41,8
roi-optimal,624.50,4,415.24,22.829,52.812,2388,41,8
roi-optimal,625.00,4,415.27,25.432,52.667,2389,41,8
roi-optimal,625.50,4,412.71,-2.103,52.063,2389,41,8
roi-optimal,626.00,4,410.14,-4.707,52.063,2389,41,8
roi-optimal,626.50,4,418.60,6.321,52.348,2390,41,8
roi-optimal,627.00,4,477.28,56.541,54.508,2392,41,8
roi-optimal,627.50,4,485.19,67.022,56.995,2394,41,8
roi-optimal,628.00,4,546.51,64.418,59.086,2396,41,8
roi-optimal,628.50,4,103.57,102.802,60.246,2401,42,8
roi-optimal,629.00,4,115.45,36.861,57.223,2403,42,8
roi-optimal,629.50,4,201.52,98.381,56.125,2405,42,8
roi-optimal,630.00,4,210.27,95.243,55.732,2407,42,8
roi-optimal,630.50,4,230.04,28.950,53.787,2410,42,8
roi-optimal,631.00,4,260.32,34.217,53.373,2414,42,8
roi-optimal,631.50,4,272.21,35.357,53.164,2416,42,8
roi-optimal,632.00,4,348.73,88.838,54.723,2419,42,8
roi-optimal,632.50,4,408.75,136.970,58.314,2421,42,8
roi-optimal,633.00,4,452.44,104.138,59.213,2424,42,8
roi-optimal,633.50,4,482.87,69.309,59.900,2427,42,8
roi-optimal,634.00,4,493.17,41.150,58.458,2430,42,8
roi-optimal,634.50,4,504.23,21.785,54.984,2432,42,8
roi-optimal,635.00,4,582.47,87.127,57.477,2435,42,8
roi-optimal,635.50,4,602.06,98.262,58.130,2437,42,8
roi-optimal,636.00,4,603.68,10.504,55.235,2438,42,8
roi-optimal,636.50,4,601.11,-4.707,54.088,2438,42,8
roi-optimal,637.00,4,628.54,25.285,54.082,2439,42,8
roi-optimal,637.50,4,625.97,25.285,55.223,2439,42,8
roi-optimal,638.00,4,623.40,-4.707,55.223,2439,42,8
roi-optimal,638.50,4,620.83,-4.707,54.763,2439,42,8
roi-optimal,639.00,4,659.39,36.420,53.925,2441,42,8
roi-optimal,639.50,4,660.77,29.226,52.350,2442,42,8
roi-optimal,640.00,4,146.85,92.887,53.536,2446,43,8
roi-optimal,640.50,4,168.43,113.090,53.965,2449,43,8
roi-optimal,641.00,4,185.12,38.694,54.041,2450,43,8
roi-optimal,641.50,4,205.83,18.575,50.716,2453,43,8
roi-optimal,642.00,4,303.22,101.317,50.969,2457,43,8
roi-optimal,642.50,4,311.16,105.755,54.170,2458,43,8
roi-optimal,643.00,4,371.18,68.392,55.593,2461,43,8
roi-optimal,643.50,4,396.26,85.523,57.684,2463,43,8
roi-optimal,644.00,4,416.42,45.672,55.885,2467,43,8
roi-optimal,644.50,4,423.04,27.211,51.312,2469,43,8
roi-optimal,645.00,4,437.57,21.576,47.872,2471,43,8
roi-optimal,645.50,4,477.77,55.159,47.282,2475,43,8
roi-optimal,646.00,4,482.44,45.296,47.455,2476,43,8
roi-optimal,646.50,4,558.23,73.655,49.616,2480,43,8
roi-optimal,647.00,4,555.67,66.416,48.753,2480,43,8
roi-optimal,647.50,4,665.35,107.543,49.140,2485,43,8
roi-optimal,648.00,4,668.86,71.145,51.667,2486,43,8
roi-optimal,648.50,4,724.93,60.011,54.363,2487,43,8
roi-optimal,649.00,4,752.13,83.706,56.797,2489,43,8
roi-optimal,649.50,4,749.57,25.062,56.788,2489,43,8
roi-optimal,650.00,4,747.00,-4.707,56.788,2489,43,8
roi-optimal,650.50,4,744.43,-4.707,56.788,2489,43,8
roi-optimal,651.00,4,759.13,12.561,55.794,2493,43,8
roi-optimal,651.50,4,766.41,22.403,55.510,2495,43,8
roi-optimal,652.00,4,767.78,9.076,52.018,2496,43,8
roi-optimal,652.50,4,803.88,37.904,48.885,2499,43,8
roi-optimal,653.00,4,108.88,56.499,49.627,2503,44,8
roi-optimal,653.50,4,129.75,35.790,50.344,2505,44,8
roi-optimal,654.00,4,140.31,31.856,47.450,2508,44,8
roi-optimal,654.50,4,159.49,30.163,44.300,2510,44,8
roi-optimal,655.00,4,202.39,62.509,44.055,2514,44,8
roi-optimal,655.50,4,202.42,32.230,41.835,2515,44,8
roi-optimal,656.00,4,305.08,100.514,44.120,2519,44,8
roi-optimal,656.50,4,306.45,74.463,46.088,2520,44,8
roi-optimal,657.00,4,378.28,73.630,48.257,2523,44,8
roi-optimal,657.50,4,394.97,83.707,49.447,2526,44,8
roi-optimal,658.00,4,475.19,97.339,51.615,2530,44,8
roi-optimal,658.50,4,516.02,62.830,51.164,2534,44,8
roi-optimal,659.00,4,517.63,42.871,50.183,2535,44,8
roi-optimal,659.50,4,533.42,17.832,46.445,2538,44,8
roi-optimal,660.00,4,535.04,17.832,44.224,2539,44,8
roi-optimal,660.50,4,601.63,68.632,44.583,2541,44,8
roi-optimal,661.00,4,629.05,83.929,44.592,2542,44,8
roi-optimal,661.50,4,626.48,25.285,44.602,2542,44,8
roi-optimal,662.00,4,629.99,1.367,44.855,2543,44,8
roi-optimal,662.50,4,627.42,1.367,45.108,2543,44,8
roi-optimal,663.00,4,683.50,53.937,46.832,2544,44,8
roi-optimal,663.50,4,687.00,60.011,48.399,2545,44,8
roi-optimal,664.00,4,701.83,18.755,48.802,2548,44,8
roi-optimal,664.50,4,776.88,90.304,50.985,2552,44,8
roi-optimal,665.00,4,784.16,71.623,51.616,2554,44,8
roi-optimal,665.50,4,86.79,36.338,51.638,2557,45,8
roi-optimal,666.00,4,95.52,37.794,51.886,2558,45,8
roi-optimal,666.50,4,96.95,10.586,51.070,2559,45,8
roi-optimal,667.00,4,154.32,55.235,50.767,2563,45,8
roi-optimal,667.50,4,181.27,80.515,52.779,2566,45,8
roi-optimal,668.00,4,200.78,46.885,50.544,2568,45,8
roi-optimal,668.50,4,214.72,33.872,48.853,2570,45,8
roi-optimal,669.00,4,269.95,53.087,47.997,2574,45,8
roi-optimal,669.50,4,267.38,47.774,46.500,2574,45,8
roi-optimal,670.00,4,290.16,20.639,43.304,2578,45,8
roi-optimal,670.50,4,350.47,77.356,43.909,2580,45,8
roi-optimal,671.00,4,429.47,139.745,47.946,2583,45,8
roi-optimal,671.50,4,444.64,77.833,50.446,2586,45,8
roi-optimal,672.00,4,472.20,43.157,51.501,2588,45,8
roi-optimal,672.50,4,469.64,25.425,49.701,2588,45,8
roi-optimal,673.00,4,467.07,-4.707,46.008,2588,45,8
roi-optimal,673.50,4,470.66,1.458,45.015,2589,45,8
roi-optimal,674.00,4,526.74,53.937,47.205,2590,45,8
roi-optimal,674.50,4,524.17,53.937,49.396,2590,45,8
roi-optimal,675.00,4,521.61,-4.707,46.952,2590,45,8
roi-optimal,675.50,4,552.11,28.366,45.634,2593,45,8
roi-optimal,676.00,4,559.51,38.335,46.450,2595,45,8
roi-optimal,676.50,4,591.68,32.667,44.048,2598,45,8
roi-optimal,677.00,4,610.56,40.283,42.742,2602,45,8
roi-optimal,677.50,4,615.32,24.069,42.231,2603,45,8
roi-optimal,678.00,4,707.71,97.576,44.722,2606,45,8
roi-optimal,678.50,4,731.15,96.712,48.310,2609,45,8
roi-optimal,679.00,4,738.99,20.517,46.864,2611,45,8
roi-optimal,679.50,4,758.01,21.125,44.389,2614,45,8
roi-optimal,680.00,4,772.21,33.649,43.838,2615,45,8
roi-optimal,680.50,4,141.59,93.237,46.311,2619,46,8
roi-optimal,681.00,4,187.08,135.985,49.765,2623,46,8
roi-optimal,681.50,4,243.16,101.998,52.025,2624,46,8
roi-optimal,682.00,4,317.33,130.683,56.610,2627,46,8
roi-optimal,682.50,4,328.71,85.977,56.969,2629,46,8
roi-optimal,683.00,4,364.78,47.875,53.141,2632,46,8
roi-optimal,683.50,4,407.83,68.971,52.772,2636,46,8
roi-optimal,684.00,4,415.67,34.552,52.413,2638,46,8
roi-optimal,684.50,4,413.10,5.695,51.591,2638,46,8
roi-optimal,685.00,4,410.53,-4.707,51.591,2638,46,8
roi-optimal,685.50,4,525.25,112.581,56.221,2640,46,8
roi-optimal,686.00,4,522.69,112.581,58.665,2640,46,8
roi-optimal,686.50,4,520.12,-4.707,56.221,2640,46,8
roi-optimal,687.00,4,517.55,-4.707,56.221,2640,46,8
roi-optimal,687.50,4,561.92,42.229,56.799,2644,46,8
roi-optimal,688.00,4,563.59,46.467,57.138,2645,46,8
roi-optimal,688.50,4,605.59,44.102,57.614,2648,46,8
roi-optimal,689.00,4,630.11,62.957,58.559,2651,46,8
roi-optimal,689.50,4,656.69,51.528,59.703,2655,46,8
roi-optimal,690.00,4,676.01,38.992,57.262,2657,46,8
roi-optimal,690.50,4,718.73,62.460,55.835,2660,46,8
roi-optimal,691.00,4,727.35,40.471,56.666,2661,46,8
roi-optimal,691.50,4,763.36,45.064,57.664,2665,46,8
roi-optimal,692.00,4,785.77,42.350,58.026,2669,46,8
roi-optimal,692.50,4,794.51,31.572,55.457,2670,46,8
roi-optimal,693.00,4,807.50,22.153,50.714,2673,46,8
roi-optimal,693.50,4,883.57,81.262,49.850,2677,46,8
